frame,stage,old_id,new_id,reason,det_score,det_box,track_box,iou_cost,iou_overlap,fused_cost,cosine_sim,cosine_theta,cosine_margin,feat_norm,feat_mean_sim,n_registry,n_lost,n_enrolments,all_sims_top5
549,6_revive,408,408,revived,0.8849,"[1859.0, 538.7, 1926.5, 776.2]",,,,,0.8144,0.75,0.1096,1.0,0.8144,137,11,86,"[(408, 0.8143694400787354), (314, 0.7047512531280518), (379, 0.7016224265098572), (124, 0.7003638744354248), (389, 0.6997722387313843)]"
549,6_revive,18,18,revived,0.6823,"[483.0, 494.4, 511.3, 565.3]",,,,,0.7911,0.6723,0.0625,1.0,0.7911,137,11,101,"[(18, 0.7911118268966675), (19, 0.7286419868469238), (422, 0.7222768068313599), (64, 0.7099746465682983), (122, 0.7075588703155518)]"
550,3,431,431,re_activate_from_lost,0.7405,"[1475.6, 549.1, 1505.2, 641.6]","[1472.8, 549.3, 1507.7, 641.9]",0.1905,0.8095,0.0721,,,,,,137,13,7,
550,5,18,18,unconfirmed_update,0.7546,"[481.6, 493.8, 509.3, 564.6]","[481.6, 493.9, 510.0, 564.8]",0.1294,0.8706,,,,,,,,13,,
550,6_revive,408,408,revived,0.8399,"[1867.1, 530.5, 1934.6, 783.0]",,,,,0.8622,0.75,0.0817,1.0,0.8622,138,13,88,"[(408, 0.862205445766449), (25, 0.7805356979370117), (124, 0.7714542746543884), (314, 0.7668132185935974), (370, 0.7579395771026611)]"
550,6_revive,346,346,revived,0.9231,"[1621.4, 544.4, 1667.2, 698.0]",,,,,0.8209,0.75,0.0795,1.0,0.8209,138,13,156,"[(346, 0.8209164142608643), (269, 0.741397500038147), (372, 0.7306305170059204), (417, 0.6563911437988281), (419, 0.6492892503738403)]"
550,6_new,103,440,margin_failed margin=0.006<0.03,0.718,"[508.3, 492.1, 533.9, 561.6]",,,,,0.7326,0.65,0.0059,1.0,,138,13,289,"[(103, 0.732551097869873), (105, 0.7266061305999756), (18, 0.7173711061477661), (423, 0.7068653106689453), (416, 0.7023284435272217)]"
551,5,440,440,unconfirmed_update,0.6453,"[506.6, 494.1, 530.9, 562.3]","[506.6, 493.7, 531.8, 562.1]",0.2024,0.7976,,,,,,,,12,,
553,3,431,431,re_activate_from_lost,0.6995,"[1487.7, 549.5, 1520.1, 641.2]","[1486.5, 549.3, 1520.9, 641.2]",0.1011,0.8989,0.0601,,,,,,139,13,8,
554,3,410,410,re_activate_from_lost,0.6461,"[566.0, 490.7, 591.6, 563.0]","[564.5, 490.6, 593.0, 562.5]",0.1253,0.8747,0.1008,,,,,,139,12,65,
555,3,434,434,re_activate_from_lost,0.6497,"[342.9, 494.8, 372.6, 573.1]","[343.8, 494.8, 371.8, 573.0]",0.2515,0.7485,0.5137,,,,,,140,13,2,
555,3,436,436,re_activate_from_lost,0.7098,"[1516.1, 511.3, 1532.2, 551.8]","[1516.2, 511.3, 1532.4, 551.8]",0.1002,0.8998,0.0497,,,,,,140,13,6,
557,3,434,434,re_activate_from_lost,0.7516,"[330.9, 497.8, 363.5, 577.5]","[333.3, 498.0, 362.3, 577.4]",0.1818,0.8182,0.3851,,,,,,141,12,3,
557,6_new,364,441,margin_failed margin=0.013<0.03,0.6935,"[301.1, 494.1, 331.4, 567.0]",,,,,0.8052,0.6566,0.013,1.0,,141,12,132,"[(364, 0.8052128553390503), (401, 0.7921856641769409), (259, 0.7687811255455017), (41, 0.763515830039978), (427, 0.7492529153823853)]"
558,3,439,439,re_activate_from_lost,0.731,"[1291.3, 504.2, 1310.2, 552.8]","[1290.8, 504.2, 1311.0, 553.1]",0.3038,0.6962,0.4911,,,,,,141,11,4,
559,3,431,431,re_activate_from_lost,0.6451,"[1516.1, 557.5, 1551.2, 668.2]","[1512.9, 557.2, 1553.0, 666.9]",0.1858,0.8142,0.4748,,,,,,143,11,13,
560,3,437,437,re_activate_from_lost,0.7489,"[1226.5, 501.2, 1244.0, 550.5]","[1225.9, 501.2, 1244.6, 550.4]",0.4883,0.5117,0.6167,,,,,,143,11,1,
560,6_new,425,442,gate_failed sim=0.744<theta=0.750,0.7373,"[1240.7, 530.5, 1289.2, 633.2]",,,,,0.7437,0.75,0.0367,1.0,,143,11,36,"[(425, 0.743743896484375), (364, 0.7070272564888), (314, 0.6762155294418335), (399, 0.6626718640327454), (371, 0.6555923223495483)]"
561,6_new,103,443,margin_failed margin=0.005<0.03,0.7172,"[1379.0, 509.3, 1401.3, 552.5]",,,,,0.7903,0.65,0.005,1.0,,143,10,289,"[(103, 0.790267825126648), (124, 0.7853056192398071), (119, 0.7759902477264404), (109, 0.7734584808349609), (25, 0.7723066806793213)]"
562,3,419,419,re_activate_from_lost,0.6203,"[1494.5, 556.5, 1526.9, 642.3]","[1493.6, 556.6, 1527.7, 642.3]",0.3041,0.6959,0.5683,,,,,,143,10,26,
564,3,436,436,re_activate_from_lost,0.788,"[1530.9, 511.3, 1549.8, 554.5]","[1531.6, 511.4, 1548.9, 554.6]",0.2639,0.7361,0.1056,,,,,,144,11,9,
564,3,431,431,re_activate_from_lost,0.5806,"[1535.0, 557.2, 1570.1, 665.2]","[1533.4, 558.0, 1572.3, 666.2]",0.3022,0.6978,0.5949,,,,,,144,11,14,
564,6_new,401,444,margin_failed margin=0.016<0.03,0.8155,"[1019.9, 536.0, 1071.2, 625.1]",,,,,0.7582,0.729,0.0158,1.0,,144,11,75,"[(401, 0.758155345916748), (314, 0.74234938621521), (369, 0.6955829858779907), (105, 0.6893538236618042), (124, 0.6746166944503784)]"
565,3,432,432,re_activate_from_lost,0.6652,"[1625.4, 561.6, 1668.6, 687.2]","[1626.9, 561.8, 1666.0, 686.6]",0.2489,0.7511,0.0643,,,,,,144,10,21,
565,5,444,444,unconfirmed_update,0.7955,"[1026.0, 538.0, 1069.2, 622.4]","[1022.7, 537.6, 1071.7, 622.9]",0.2025,0.7975,,,,,,,,10,,
566,3,431,431,re_activate_from_lost,0.7644,"[1547.1, 560.6, 1584.9, 669.3]","[1545.6, 560.5, 1584.5, 669.0]",0.2298,0.7702,0.0981,,,,,,144,10,15,
568,3,434,434,re_activate_from_lost,0.7524,"[277.6, 484.0, 315.4, 581.9]","[279.1, 484.8, 314.9, 581.8]",0.6039,0.3961,0.702,,,,,,144,11,7,
568,3,437,437,re_activate_from_lost,0.7091,"[1233.9, 501.2, 1254.2, 551.1]","[1234.3, 501.4, 1253.4, 550.6]",0.1727,0.8273,0.0447,,,,,,144,11,8,
569,3,427,427,re_activate_from_lost,0.7223,"[393.5, 494.1, 422.6, 578.5]","[393.3, 493.5, 424.5, 578.9]",0.2746,0.7254,0.088,,,,,,144,11,37,
569,6_revive,18,18,revived,0.6833,"[448.9, 488.0, 474.5, 556.2]",,,,,0.7727,0.6723,0.0305,1.0,0.7727,144,11,121,"[(18, 0.772735059261322), (79, 0.7422097325325012), (64, 0.7390733361244202), (16, 0.727047324180603), (422, 0.7184113264083862)]"
570,3,426,426,re_activate_from_lost,0.692,"[1603.8, 567.7, 1641.6, 685.1]","[1600.5, 567.7, 1645.4, 683.6]",0.4734,0.5266,0.1034,,,,,,144,12,34,
570,3,431,431,re_activate_from_lost,0.6886,"[1567.4, 562.3, 1616.0, 706.1]","[1565.9, 562.5, 1615.6, 702.3]",0.4769,0.5231,0.0671,,,,,,144,12,16,
570,3,434,434,re_activate_from_lost,0.6741,"[268.6, 494.4, 297.0, 570.7]","[268.7, 492.0, 298.9, 573.7]",0.4,0.6,0.1217,,,,,,144,12,8,
572,6_new,103,445,margin_failed margin=0.002<0.03,0.8132,"[303.1, 489.4, 332.4, 574.4]",,,,,0.7042,0.65,0.0017,1.0,,145,9,289,"[(103, 0.7041876316070557), (10, 0.7024503946304321), (120, 0.6934393644332886), (64, 0.6902047395706177), (8, 0.6880942583084106)]"
572,6_new,30,446,margin_failed margin=0.014<0.03,0.8065,"[240.8, 490.4, 272.2, 568.0]",,,,,0.7507,0.65,0.0143,1.0,,145,9,68,"[(30, 0.7506967186927795), (41, 0.7364374995231628), (103, 0.7311819195747375), (416, 0.7306829690933228), (410, 0.720590353012085)]"
573,3,439,439,re_activate_from_lost,0.7047,"[1308.2, 506.3, 1327.1, 547.4]","[1309.2, 506.1, 1326.5, 548.1]",0.2913,0.7087,0.1342,,,,,,145,9,16,
573,5,445,445,unconfirmed_update,0.7172,"[301.7, 489.4, 329.4, 571.1]","[301.8, 489.4, 330.2, 571.7]",0.1754,0.8246,,,,,,,,9,,
573,5,446,446,unconfirmed_update,0.6925,"[238.4, 491.1, 268.1, 567.3]","[238.5, 490.9, 269.4, 567.5]",0.2031,0.7969,,,,,,,,9,,
574,3,432,432,re_activate_from_lost,0.7098,"[1684.8, 565.3, 1730.7, 699.3]","[1685.7, 565.5, 1729.1, 698.1]",0.5836,0.4164,0.7044,,,,,,145,7,23,
574,3,392,392,re_activate_from_lost,0.6644,"[548.1, 493.1, 573.1, 567.3]","[549.1, 493.2, 573.4, 567.4]",0.6581,0.3419,0.7729,,,,,,145,7,72,
576,3,446,446,re_activate_from_lost,0.6427,"[228.5, 493.8, 256.5, 567.3]","[227.8, 493.7, 257.5, 567.4]",0.2243,0.7757,0.5015,,,,,,145,8,0,
576,6_new,34,447,margin_failed margin=0.017<0.03,0.7964,"[1375.0, 503.9, 1395.9, 553.2]",,,,,0.8488,0.7174,0.0173,1.0,,145,8,48,"[(34, 0.8488050699234009), (124, 0.8315475583076477), (103, 0.8062148094177246), (314, 0.8022797107696533), (259, 0.7961254715919495)]"
577,5,447,447,unconfirmed_update,0.8105,"[1378.4, 503.2, 1397.2, 548.4]","[1377.6, 503.3, 1397.1, 549.4]",0.2918,0.7082,,,,,,,,8,,
577,6_new,419,448,margin_failed margin=0.005<0.03,0.7869,"[1625.4, 575.4, 1657.8, 683.4]",,,,,0.7537,0.65,0.0049,1.0,,145,8,42,"[(419, 0.7537068128585815), (431, 0.7487943172454834), (434, 0.7237895727157593), (364, 0.7135286927223206), (314, 0.7134740948677063)]"
578,3,375,375,re_activate_from_lost,0.8711,"[1757.7, 546.8, 1822.5, 735.1]","[1753.2, 548.9, 1829.7, 732.2]",0.3724,0.6276,0.4533,,,,,,145,9,142,
578,5,448,448,unconfirmed_update,0.7888,"[1632.2, 576.5, 1664.6, 680.4]","[1631.3, 576.2, 1662.7, 681.0]",0.3653,0.6347,,,,,,,,9,,
581,3,427,427,re_activate_from_lost,0.7842,"[357.4, 502.2, 390.5, 590.0]","[357.2, 502.3, 390.9, 589.7]",0.0461,0.9539,0.0953,,,,,,146,11,48,
581,3,439,439,re_activate_from_lost,0.6785,"[1317.6, 507.9, 1337.9, 562.6]","[1316.8, 507.8, 1338.6, 560.6]",0.2048,0.7952,0.102,,,,,,146,11,23,
582,6_new,426,449,margin_failed margin=0.029<0.03,0.7664,"[1682.1, 595.7, 1725.3, 708.8]",,,,,0.8575,0.75,0.029,1.0,,147,9,47,"[(426, 0.8574930429458618), (431, 0.8285403847694397), (432, 0.7857108116149902), (419, 0.7458956241607666), (230, 0.7453581094741821)]"
583,3,448,448,re_activate_from_lost,0.7312,"[1661.9, 583.9, 1699.7, 704.7]","[1662.2, 583.9, 1698.5, 704.1]",0.261,0.739,0.4596,,,,,,147,9,2,
583,5,449,449,unconfirmed_update,0.8213,"[1688.9, 597.4, 1732.1, 710.1]","[1687.6, 597.0, 1730.6, 709.8]",0.2871,0.7129,,,,,,,,9,,
585,3,427,427,re_activate_from_lost,0.679,"[347.3, 504.6, 381.0, 595.7]","[346.2, 504.8, 380.9, 595.7]",0.2223,0.7777,0.0776,,,,,,147,9,50,
586,3,446,446,re_activate_from_lost,0.6294,"[189.8, 494.8, 221.2, 582.5]","[188.1, 494.9, 222.9, 582.4]",0.2462,0.7538,0.5256,,,,,,148,7,1,
588,3,371,371,re_activate_from_lost,0.9144,"[1343.2, 553.5, 1400.0, 666.9]","[1348.4, 553.4, 1395.0, 666.5]",0.5052,0.4948,0.5475,,,,,,148,9,144,
588,6_new,8,450,margin_failed margin=0.011<0.03,0.7238,"[1217.7, 506.6, 1231.2, 542.4]",,,,,0.7866,0.7273,0.0108,1.0,,148,9,38,"[(8, 0.7866405844688416), (103, 0.7757952213287354), (34, 0.7744238972663879), (7, 0.7727460861206055), (130, 0.7596262693405151)]"
589,5,450,450,unconfirmed_update,0.6435,"[1217.7, 502.9, 1231.2, 540.7]","[1217.4, 503.6, 1231.5, 541.0]",0.1368,0.8632,,,,,,,,7,,
590,3,447,447,re_activate_from_lost,0.7039,"[1374.3, 507.3, 1393.2, 556.5]","[1374.0, 507.4, 1394.1, 556.3]",0.1819,0.8181,0.0749,,,,,,148,7,11,
590,6_new,68,451,margin_failed margin=0.007<0.03,0.8178,"[302.6, 507.3, 338.3, 587.6]",,,,,0.775,0.708,0.0069,1.0,,148,7,148,"[(68, 0.7750259637832642), (105, 0.7681177854537964), (184, 0.7467036247253418), (434, 0.7416667938232422), (370, 0.7388554811477661)]"
590,6_revive,440,440,revived,0.6902,"[425.6, 487.7, 451.9, 565.3]",,,,,0.803,0.75,0.044,1.0,0.803,148,7,39,"[(440, 0.8029870986938477), (416, 0.7589554786682129), (18, 0.7496975660324097), (103, 0.741653561592102), (16, 0.7314502596855164)]"
591,3,436,436,re_activate_from_lost,0.5893,"[1572.8, 512.3, 1594.4, 564.3]","[1573.0, 512.3, 1594.1, 564.2]",0.2447,0.7553,0.1304,,,,,,148,6,19,
591,6_new,18,452,margin_failed margin=0.014<0.03,0.7486,"[426.3, 499.5, 450.6, 568.4]",,,,,0.7728,0.6723,0.0144,1.0,,148,6,144,"[(18, 0.7728431224822998), (440, 0.7584774494171143), (64, 0.7506043910980225), (10, 0.7359031438827515), (423, 0.734125018119812)]"
592,3,447,447,re_activate_from_lost,0.6443,"[1373.0, 503.9, 1391.9, 555.9]","[1372.1, 504.3, 1393.0, 555.7]",0.1256,0.8744,0.0894,,,,,,148,7,12,
592,5,452,452,unconfirmed_update,0.7432,"[422.2, 494.1, 449.2, 569.7]","[423.1, 495.2, 449.4, 569.4]",0.2596,0.7404,,,,,,,,7,,
592,6_new,370,453,margin_failed margin=0.030<0.03,0.7971,"[590.3, 504.2, 622.7, 587.2]",,,,,0.7928,0.7476,0.0298,1.0,,148,7,119,"[(370, 0.7927692532539368), (103, 0.7629830837249756), (371, 0.7590416669845581), (109, 0.7575466632843018), (314, 0.7570093870162964)]"
593,3,392,392,re_activate_from_lost,0.6725,"[514.7, 501.9, 540.3, 577.5]","[515.3, 501.7, 540.7, 577.4]",0.569,0.431,0.7102,,,,,,148,6,84,
593,5,453,453,unconfirmed_update,0.8102,"[589.3, 504.9, 621.7, 585.9]","[589.8, 504.8, 621.6, 586.2]",0.0828,0.9172,,,,,,,,6,,
595,3,449,449,re_activate_from_lost,0.8884,"[1788.8, 592.3, 1840.1, 730.4]","[1787.9, 592.3, 1840.4, 730.1]",0.6081,0.3919,0.6518,,,,,,148,8,2,
595,3,436,436,re_activate_from_lost,0.7032,"[1578.2, 513.0, 1597.1, 562.3]","[1577.9, 512.7, 1597.6, 562.1]",0.1362,0.8638,0.0785,,,,,,148,8,21,
595,3,447,447,re_activate_from_lost,0.775,"[1368.9, 501.9, 1391.9, 554.5]","[1369.7, 502.2, 1391.2, 554.8]",0.1195,0.8805,0.0575,,,,,,148,8,14,
595,6_new,410,454,margin_failed margin=0.006<0.03,0.7481,"[1647.0, 508.3, 1668.6, 563.6]",,,,,0.7916,0.75,0.0062,1.0,,148,8,107,"[(410, 0.7916216254234314), (103, 0.7853834629058838), (370, 0.7764847278594971), (439, 0.7734758257865906), (416, 0.7670801877975464)]"
597,6_new,104,455,margin_failed margin=0.020<0.03,0.7052,"[267.3, 504.9, 305.1, 592.7]",,,,,0.7529,0.65,0.02,1.0,,150,4,169,"[(104, 0.7529149055480957), (370, 0.7329590916633606), (105, 0.7300696969032288), (366, 0.7256113290786743), (434, 0.7209733724594116)]"
598,3,392,392,re_activate_from_lost,0.6471,"[502.5, 498.8, 531.6, 577.8]","[503.7, 499.0, 530.5, 577.7]",0.1656,0.8344,0.4601,,,,,,150,4,85,
599,6_new,419,456,margin_failed margin=0.027<0.03,0.704,"[1773.9, 697.3, 1827.9, 828.2]",,,,,0.7449,0.65,0.0267,1.0,,151,4,64,"[(419, 0.7448534965515137), (447, 0.7181059122085571), (34, 0.7133413553237915), (57, 0.710857629776001), (431, 0.7102082967758179)]"
600,3,447,447,re_activate_from_lost,0.7681,"[1368.9, 502.2, 1387.8, 550.1]","[1368.3, 502.0, 1389.6, 550.6]",0.2703,0.7297,0.0622,,,,,,151,8,18,
602,6_new,10,457,margin_failed margin=0.007<0.03,0.6915,"[1128.6, 481.3, 1148.9, 533.9]",,,,,0.7968,0.695,0.0069,1.0,,151,9,228,"[(10, 0.7968130111694336), (103, 0.789864182472229), (447, 0.7805043458938599), (259, 0.7782546281814575), (370, 0.7769068479537964)]"
603,3,416,416,re_activate_from_lost,0.6397,"[436.1, 491.4, 463.1, 564.3]","[435.9, 491.6, 463.4, 565.6]",0.2987,0.7013,0.1331,,,,,,151,9,80,
603,3,366,366,re_activate_from_lost,0.6331,"[1460.7, 538.0, 1495.8, 646.0]","[1460.0, 539.1, 1500.1, 643.4]",0.6263,0.3737,0.7634,,,,,,151,9,179,
603,5,457,457,unconfirmed_update,0.5986,"[1130.6, 481.3, 1149.5, 531.9]","[1130.0, 481.3, 1149.6, 532.3]",0.1615,0.8385,,,,,,,,9,,
603,6_revive,10,10,revived,0.7364,"[1108.3, 490.4, 1127.2, 545.1]",,,,,0.8514,0.695,0.0414,1.0,0.8514,151,9,228,"[(10, 0.8514184951782227), (416, 0.8100534677505493), (103, 0.8065317869186401), (447, 0.7920301556587219), (436, 0.7901766300201416)]"
603,6_new,121,458,margin_failed margin=0.006<0.03,0.7059,"[148.2, 504.6, 181.7, 587.6]",,,,,0.7544,0.75,0.0057,1.0,,151,9,69,"[(121, 0.7543685436248779), (57, 0.748630166053772), (432, 0.7360130548477173), (364, 0.7346988320350647), (41, 0.7292715311050415)]"
604,3,392,392,re_activate_from_lost,0.6501,"[495.1, 501.2, 522.8, 578.1]","[495.4, 501.0, 521.9, 578.1]",0.3314,0.6686,0.5653,,,,,,151,7,86,
604,5,10,10,unconfirmed_update,0.5842,"[1109.0, 494.4, 1127.9, 545.7]","[1109.4, 493.6, 1127.3, 545.6]",0.1459,0.8541,,,,,,,,7,,
605,3,457,457,re_activate_from_lost,0.6363,"[1132.7, 480.9, 1150.2, 528.9]","[1132.1, 481.0, 1150.7, 529.3]",0.1917,0.8083,0.4857,,,,,,151,7,0,
606,3,450,450,re_activate_from_lost,0.7308,"[1233.2, 497.5, 1248.1, 536.6]","[1233.2, 497.5, 1248.0, 536.6]",0.3813,0.6187,0.5478,,,,,,151,8,3,
606,3,410,410,re_activate_from_lost,0.7718,"[485.3, 497.8, 517.0, 578.8]","[486.2, 497.8, 515.5, 578.9]",0.3545,0.6455,0.143,,,,,,151,8,111,
606,6_new,8,459,margin_failed margin=0.014<0.03,0.7539,"[1215.7, 490.4, 1233.2, 536.3]",,,,,0.8082,0.7273,0.0136,1.0,,151,8,38,"[(8, 0.8082370758056641), (119, 0.7946181893348694), (103, 0.7824887037277222), (439, 0.7765845060348511), (259, 0.7686657905578613)]"
607,5,459,459,unconfirmed_update,0.7747,"[1217.0, 491.1, 1234.6, 538.3]","[1216.6, 490.9, 1234.5, 537.9]",0.1879,0.8121,,,,,,,,7,,
609,6_new,259,460,margin_failed margin=0.007<0.03,0.7354,"[1406.7, 496.8, 1428.3, 550.8]",,,,,0.8128,0.6889,0.0073,1.0,,151,9,77,"[(259, 0.8127516508102417), (103, 0.8054336309432983), (119, 0.7980074286460876), (439, 0.7975887060165405), (370, 0.7814763188362122)]"
610,5,460,460,unconfirmed_update,0.7544,"[1408.1, 494.4, 1429.7, 551.1]","[1407.4, 494.9, 1429.8, 551.1]",0.1573,0.8427,,,,,,,,11,,
610,6_new,103,461,margin_failed margin=0.010<0.03,0.7869,"[1633.5, 504.9, 1655.1, 561.6]",,,,,0.7356,0.65,0.0104,1.0,,151,11,289,"[(103, 0.7355943918228149), (10, 0.725145697593689), (370, 0.7222119569778442), (416, 0.7077445983886719), (439, 0.7052881121635437)]"
610,6_revive,18,18,revived,0.6955,"[370.6, 496.5, 394.9, 571.4]",,,,,0.8092,0.654,0.051,1.0,0.8092,151,11,163,"[(18, 0.809194803237915), (452, 0.758162796497345), (422, 0.7567879557609558), (64, 0.7483358383178711), (19, 0.7348129749298096)]"
610,6_revive,419,419,revived,0.8085,"[1746.9, 592.0, 1784.7, 697.3]",,,,,0.8192,0.65,0.0497,1.0,0.8192,151,11,75,"[(419, 0.8191680908203125), (426, 0.7694275379180908), (431, 0.6827946901321411), (449, 0.6681011319160461), (110, 0.6541854739189148)]"
611,3,390,390,re_activate_from_lost,0.7327,"[1541.7, 550.1, 1579.5, 646.0]","[1539.7, 550.7, 1581.0, 648.0]",0.2831,0.7169,0.4747,,,,,,151,12,135,
611,3,453,453,re_activate_from_lost,0.6913,"[571.4, 501.9, 602.4, 584.9]","[571.1, 502.1, 602.6, 585.4]",0.0671,0.9329,0.1012,,,,,,151,12,16,
611,5,461,461,unconfirmed_update,0.8153,"[1636.2, 507.3, 1657.8, 561.9]","[1636.0, 506.8, 1657.0, 561.9]",0.2551,0.7449,,,,,,,,12,,
611,6_revive,18,18,revived,0.731,"[366.2, 495.1, 391.2, 571.4]",,,,,0.7969,0.654,0.0508,1.0,0.7969,151,12,165,"[(18, 0.7968622446060181), (440, 0.7460411787033081), (410, 0.7382773756980896), (103, 0.7378971576690674), (19, 0.7352745532989502)]"
612,6_new,18,462,margin_failed margin=0.021<0.03,0.7037,"[364.8, 494.4, 390.5, 570.7]",,,,,0.7567,0.654,0.0206,1.0,,151,10,167,"[(18, 0.756688117980957), (426, 0.7360556125640869), (343, 0.7192254066467285), (7, 0.7142550945281982), (49, 0.7111249566078186)]"
613,3,459,459,re_activate_from_lost,0.6152,"[1223.1, 490.7, 1240.7, 538.0]","[1223.0, 490.9, 1240.9, 537.8]",0.1135,0.8865,0.4546,,,,,,151,11,4,
613,5,462,462,unconfirmed_update,0.6778,"[362.5, 495.5, 386.8, 570.4]","[362.6, 495.2, 387.9, 570.4]",0.2296,0.7704,,,,,,,,11,,
613,6_new,366,463,margin_failed margin=0.007<0.03,0.6851,"[1335.8, 541.0, 1370.9, 642.9]",,,,,0.7118,0.65,0.0072,1.0,,152,11,190,"[(366, 0.7117748856544495), (55, 0.7045878171920776), (438, 0.6799713373184204), (343, 0.6785870790481567), (105, 0.6724629998207092)]"
614,3,460,460,re_activate_from_lost,0.5869,"[1410.8, 494.4, 1429.7, 540.3]","[1411.3, 494.5, 1429.7, 540.3]",0.2945,0.7055,0.5859,,,,,,152,14,2,
614,6_new,364,464,margin_failed margin=0.003<0.03,0.7423,"[1670.0, 510.0, 1691.6, 560.6]",,,,,0.7725,0.6556,0.0027,1.0,,152,14,189,"[(364, 0.7724766731262207), (109, 0.7698222398757935), (314, 0.7562110424041748), (259, 0.7537636756896973), (419, 0.7471573948860168)]"
615,3,453,453,re_activate_from_lost,0.6971,"[567.7, 501.9, 602.8, 586.9]","[568.8, 501.8, 601.0, 586.3]",0.167,0.833,0.114,,,,,,152,14,18,
615,5,464,464,unconfirmed_update,0.5819,"[1674.0, 509.3, 1695.6, 559.9]","[1673.2, 509.4, 1694.8, 560.0]",0.331,0.669,,,,,,,,14,,
615,6_new,232,465,margin_failed margin=0.009<0.03,0.718,"[1125.2, 499.2, 1144.1, 551.8]",,,,,0.7849,0.6877,0.0087,1.0,,152,14,228,"[(232, 0.7848716974258423), (10, 0.7761989235877991), (416, 0.7544796466827393), (314, 0.7359378337860107), (191, 0.7076067924499512)]"
615,6_revive,18,18,revived,0.7799,"[215.8, 505.6, 258.0, 605.5]",,,,,0.8358,0.654,0.0437,1.0,0.8358,152,14,170,"[(18, 0.8358145952224731), (422, 0.7920726537704468), (452, 0.7678447365760803), (19, 0.7485414743423462), (108, 0.718680739402771)]"
616,3,434,434,re_activate_from_lost,0.6866,"[34.9, 495.8, 74.7, 600.4]","[34.4, 496.0, 74.5, 600.3]",0.5803,0.4197,0.7118,,,,,,152,15,44,
616,3,390,390,re_activate_from_lost,0.6087,"[1563.3, 550.1, 1595.7, 651.4]","[1559.7, 550.2, 1600.4, 650.4]",0.3263,0.6737,0.5899,,,,,,152,15,137,
616,3,462,462,re_activate_from_lost,0.5949,"[356.7, 495.5, 381.7, 571.7]","[356.4, 495.6, 381.9, 571.6]",0.1164,0.8836,0.4743,,,,,,152,15,1,
616,5,465,465,unconfirmed_update,0.6048,"[1127.9, 496.5, 1146.8, 551.8]","[1127.0, 497.0, 1146.7, 551.8]",0.2822,0.7178,,,,,,,,15,,
616,6_new,18,466,margin_failed margin=0.006<0.03,0.788,"[212.8, 504.2, 252.6, 604.1]",,,,,0.804,0.654,0.006,1.0,,153,15,172,"[(18, 0.8039947748184204), (422, 0.7980065941810608), (452, 0.7434374094009399), (108, 0.7322641015052795), (19, 0.7083740234375)]"
617,3,460,460,re_activate_from_lost,0.7117,"[1416.2, 490.4, 1435.1, 538.3]","[1415.7, 490.3, 1434.8, 538.1]",0.3266,0.6734,0.5207,,,,,,153,13,3,
617,5,466,466,unconfirmed_update,0.6507,"[205.9, 508.3, 253.5, 605.5]","[210.8, 507.5, 249.8, 605.2]",0.2026,0.7974,,,,,,,,13,,
617,6_new,366,467,margin_failed margin=0.008<0.03,0.7339,"[1517.4, 546.8, 1555.2, 654.8]",,,,,0.7449,0.65,0.0078,1.0,,153,13,194,"[(366, 0.7448577284812927), (449, 0.7370849847793579), (55, 0.7306286096572876), (7, 0.7086379528045654), (426, 0.7050368189811707)]"
618,3,464,464,re_activate_from_lost,0.7596,"[1679.4, 510.0, 1701.0, 561.3]","[1679.5, 510.0, 1701.3, 561.1]",0.1694,0.8306,0.3691,,,,,,153,14,1,
618,3,462,462,re_activate_from_lost,0.6128,"[352.0, 499.2, 377.7, 574.1]","[352.1, 499.0, 377.4, 574.2]",0.0495,0.9505,0.4176,,,,,,153,14,2,
619,6_new,449,468,gate_failed sim=0.731<theta=0.750,0.7746,"[1525.5, 544.0, 1566.0, 654.8]","[2032.5, 622.2, 2091.2, 779.9]",1.0,0.0,,0.7312,0.75,0.0008,1.0,,154,12,12,"[(449, 0.7312438488006592), (55, 0.7304279804229736), (366, 0.717949628829956), (426, 0.6987907886505127), (68, 0.6918853521347046)]"
620,3,465,465,re_activate_from_lost,0.6453,"[1133.3, 499.2, 1152.2, 552.5]","[1133.1, 499.2, 1152.2, 552.5]",0.3341,0.6659,0.5703,,,,,,154,14,0,
620,3,462,462,re_activate_from_lost,0.6506,"[347.6, 499.8, 373.3, 576.8]","[347.5, 500.1, 373.3, 576.6]",0.0461,0.9539,0.3795,,,,,,154,14,3,
620,5,468,468,unconfirmed_update,0.7247,"[1528.2, 545.4, 1568.7, 658.1]","[1527.4, 545.1, 1568.5, 657.4]",0.1591,0.8409,,,,,,,,14,,
621,6_new,49,469,margin_failed margin=0.016<0.03,0.6967,"[1703.7, 504.9, 1725.3, 564.3]",,,,,0.7571,0.742,0.0156,1.0,,156,13,32,"[(49, 0.7571333646774292), (461, 0.7415521144866943), (426, 0.7399722933769226), (110, 0.7383056879043579), (410, 0.7380392551422119)]"
623,3,447,447,re_activate_from_lost,0.7139,"[1357.4, 498.2, 1377.7, 553.5]","[1356.1, 498.2, 1379.0, 553.5]",0.1487,0.8513,0.0855,,,,,,157,14,23,
623,3,465,465,re_activate_from_lost,0.5915,"[1138.1, 503.6, 1157.0, 557.5]","[1137.8, 503.3, 1157.1, 557.2]",0.1679,0.8321,0.5078,,,,,,157,14,1,
